id,customerName,poNo,product,cost,sourcePage
PRI-0926,Reeve Bulk Food Transport Pty Ltd,0,HF 559 15L,$444.00,40
PRI-0927,Reeve Bulk Food Transport Pty Ltd,0,HF 720 IBC,"$1,480.00",40
PRI-0928,Reeve Bulk Food Transport Pty Ltd,0,HF 860 IBC,"$1,340.00",40
PRI-0929,Ryan Meat Company,,HF 845C (15L) / HF 842 (15L) - Boiler & H,$97.20,41
PRI-0930,Ryan Meat Company,,HC 2410 - Sanitiser (25L),$97.05,41
PRI-0931,Ryan Meat Company,,HC 2910 - Acid Foam Cleaner (25L),$144.93,41
PRI-0932,Ryan Meat Company,,HF 195 (15L),$42.90,41
PRI-0933,Ryan Meat Company,,HF 558 (10L) - Boiler & Hot Water Loops,$179.40,41
PRI-0934,Ryan Meat Company,,HF 558 (L) - Boiler & Hot Water Loops,$17.94,41
PRI-0935,Ryan Meat Company,,HF 810 (IBC),"$1,200.00",41
PRI-0936,Ryan Meat Company,,HF 830 (L) - Boiler & Hot Water Loops,$3.98,41
PRI-0937,Ryan Meat Company,,HF 845C (L) / HF 842 (L) - Boiler & HWL,$6.48,41
PRI-0938,Ryan Meat Company,,Softener Salt (48x15kg bag (Delivery addln,$0.58,41
PRI-0939,Ryan Meat Company,0,HF 195 (L),$2.86,41
PRI-0940,Ryan Meat Company,0,HF 230 (20L),$185.00,41
PRI-0941,Ryan Meat Company,0,HF 230 (L),$9.25,41
PRI-0942,Ryan Meat Company,0,HF 810 20L,$24.00,41
PRI-0943,Ryan Meat Company,Closed Loop,HF 559 (L),$19.05,41
PRI-0944,Ryan Meat Company,Closed Loop,HF 559 (20L),$381.00,41
PRI-0945,Scalora Packaging,,HF 137 (L),$10.50,41
PRI-0946,Scalora Packaging,,HF 558 (20L) - CT,$337.00,41
PRI-0947,Scalora Packaging,,HF 845 (15L) - Boiler,$82.50,41
PRI-0948,Scalora Packaging,,HF 845 (20L) - Boiler,$110.00,41
PRI-0949,Scalora Packaging,,Softner Salt - Pallet lots 40 x 25kg bags (pe,$0.58,41
PRI-0950,Scalora Packaging,0,HF 115 (20L) - CT,$182.00,41
PRI-0951,Scalora Packaging,0,HF 133 (15L),$135.00,41
PRI-0952,Scalora Packaging,0,HF 135 (15L) - CT - N/C,$134.55,41
PRI-0953,Scalora Packaging,0,HF 137 (15 L),$157.00,41
PRI-0954,Scalora Packaging,0,HF 144 (15L) - CT,$162.00,41
PRI-0955,Scalora Packaging,0,HF 382 (10L),$85.00,41
PRI-0956,Scalora Packaging,0,HF 410 (15L) - Boiler,$76.80,41
PRI-0957,Scalora Packaging,0,HF 558 (L) - CT,$16.85,41
PRI-0958,Seven Fields Operation - Nutrano Treviso Sunw,,HF133 (15L),$127.50,42
PRI-0959,Seven Fields Operation - Nutrano Treviso Sunw,,HF133 (20L),$170.00,42
PRI-0960,Seven Fields Operation - Nutrano Treviso Sunw,,HF143 (15L),$153.00,42
PRI-0961,Seven Fields Operation - Nutrano Treviso Sunw,,HF198 (15L),$127.50,42
PRI-0962,Seven Fields Operation - Nutrano Treviso Sunw,,HF312s (15L),$91.50,42
PRI-0963,Silcar Pty Ltd - NIFM,0,HF532 (KG),$7.20,42
PRI-0964,SMR Automotive Australia Pty Limited,,HF 133 (20L),$182.40,42
PRI-0965,SMR Automotive Australia Pty Limited,,HF 320 (15L),$117.90,42
PRI-0966,SMR Automotive Australia Pty Limited,,HF 510 (15L),$128.10,42
PRI-0967,SMR Automotive Australia Pty Limited,0,HF 133 (LF2) (L),$9.12,42
PRI-0968,SMR Automotive Australia Pty Limited,0,HF 137 (RNO) (L),$11.98,42
PRI-0969,SMR Automotive Australia Pty Limited,0,HF 320 (Polytan) (L),$7.86,42
PRI-0970,SMR Automotive Australia Pty Limited,0,HF 510 (L),$8.54,42
PRI-0971,SMR Automotive Australia Pty Limited,0,HF 558 (15L),$150.00,42
PRI-0972,SMR Automotive Australia Pty Limited,21.95,HF 125 (BCMX) (Kg),$21.95,42
PRI-0973,Snowy Mountain Laundry,0,HF 230 (20L),$240.00,42
PRI-0974,Snowy Mountain Laundry,0,HF 295 (20L),$96.00,42
PRI-0975,Snowy Mountain Laundry,0,HF 410 (15L),$114.00,42
PRI-0976,Snowy Mountain Laundry,0,Softener Salt (25kg bag),$38.75,42
PRI-0977,Socobell OEM Pty Ltd - Sunshine,0,HF558 (20L),$396.00,42
PRI-0978,Socobell OEM Pty Ltd - Sunshine,0,HF628 (20L),$120.00,42
PRI-0979,Socobell OEM Pty Ltd - Sunshine,0,Microbiol analysis,$130.00,42
PRI-0980,Southern Midlands Council,,HF 1544 15L,$59.55,43
PRI-0981,Southern Midlands Council,,HF 195 20L,$33.00,43
PRI-0982,Southern Midlands Council,,HF 740 20L,$44.00,43
PRI-0983,Specialised Breeders Australia (SBA),0,HF559 (15L),$375.00,43
PRI-0984,Specialised Breeders Australia (SBA),0,HF559 (L),$25.00,43
PRI-0985,Specialty Foods,0,HF295 (L),$6.30,43
PRI-0986,Specialty Foods,0,HF828 (15L),$111.00,43
PRI-0987,Specialty Foods,0,HF860 (15L),$57.00,43
PRI-0988,Specialty Foods,0,Softener salt (25KG) bag,$9.50,43
PRI-0989,Spotpress Pty Ltd,0,Bag of Activated Carbon - 25kg,$184.00,43
PRI-0990,Spotpress Pty Ltd,0,Filter bag (each),$38.00,43
PRI-0991,Spotpress Pty Ltd,0,HF133 (20L),$264.00,43
PRI-0992,Spotpress Pty Ltd,0,HF558 (20L),$262.00,43
PRI-0993,Stamford Grand,,Softener salt (15KG) per bag,$6.88,43
PRI-0994,Stamford Plaza,glass,Softener Salt - 15KG Perbag,$6.88,43
PRI-0995,Stratco Pty Ltd,0,HF 133 (20L),$178.00,43
PRI-0996,Stratco Pty Ltd,0,HF 139 (20 L),$186.00,43
PRI-0997,Stratco Pty Ltd,0,HF 558 (20 L),$378.00,43
PRI-0998,Sutton Refrigeration Premier Fruits Internation,,HF 143 (15L) Old pricing,$153.00,44
PRI-0999,Sutton Refrigeration Premier Fruits Internation,,HF 144 (15LT) Old pricing,$147.00,44
PRI-1000,Sutton Refrigeration Premier Fruits Internation,,HF 198 (15L),$121.80,44
PRI-1001,Sutton Refrigeration Premier Fruits Internation,,HF 198 (L),$8.12,44
PRI-1002,Sutton Refrigeration Premier Fruits Internation,,HF 312 (15L),$123.30,44
PRI-1003,Sutton Refrigeration Premier Fruits Internation,,HF 532 (20L) Old pricing,$133.00,44
PRI-1004,Sutton Refrigeration Premier Fruits Internation,,HF 558 (10L) Old pricing,$160.50,44
PRI-1005,Sweet Amber Brewing Co,,HF 565 (20L),$125.00,44
PRI-1006,Sweet Amber Brewing Co,,HF 860 (15L),$45.00,44
PRI-1007,Sweet Amber Brewing Co,0,HC 2445 (L),$4.90,44
PRI-1008,Sweet Amber Brewing Co,0,HF 565 (L) - From 16/5/19,$6.25,44
PRI-1009,Sweet Amber Brewing Co,0,HF 860 (L),$3.00,44
PRI-1010,Sweet Amber Brewing Co,0,HF1240Q (L),$5.80,44
PRI-1011,Tabro Meat Pty Ltd,0,Ferric Chloride (IBC) - HF1525,"$2,386.62",44
PRI-1012,Tabro Meat Pty Ltd,0,HF 1537 (KG),$9.92,44
PRI-1013,Tabro Meat Pty Ltd,0,HF 1539 (KG),$9.20,44
PRI-1014,Tabro Meat Pty Ltd,0,HF 1550 (KG),$9.20,44
PRI-1015,Tabro Meat Pty Ltd,0,HF 191 (IBC),"$3,590.00",44
PRI-1016,Tabro Meat Pty Ltd,0,HF 3093 (IBC),"$4,120.00",44
PRI-1017,Tabro Meat Pty Ltd,0,HF 690 (25KG),$190.00,44
PRI-1018,Tabro Meat Pty Ltd,0,HF 690 (IBC),"$4,773.00",44
PRI-1019,Tabro Meat Pty Ltd,0,HF 691 (25L),$330.00,44
PRI-1020,Tabro Meat Pty Ltd,0,HF 693 (IBC),"$4,954.00",44
PRI-1021,Tabro Meat Pty Ltd,0,HF 693 (L) (25L),$17.20,44
PRI-1022,Tabro Meat Pty Ltd,0,HF 720 (IBC),"$1,320.00",44
PRI-1023,Tabro Meat Pty Ltd,0,HF 749 (IBC),"$1,840.00",44
PRI-1024,Tabro Meat Pty Ltd,0,HF 805P (LIME) - 60 X 20KG BAGS,"$1,625.25",44
PRI-1025,Tabro Meat Pty Ltd,0,HF 805P (LIME) PER KG,$1.08,44
PRI-1026,Tasmanian Food - Pyengana Dairy,,Dishbrite 15L,$157.50,45
PRI-1027,Tasmanian Food - Pyengana Dairy,,HF 195 15L Divosan Hypochlorite,$70.50,45
PRI-1028,Tasmanian Food - Pyengana Dairy,,HF 691 (25Kg),$131.00,45
PRI-1029,Tasmanian Food - Pyengana Dairy,,HF 730 (15L),$90.75,45
PRI-1030,Tasmanian Food - Pyengana Dairy,,HF195 (15L) Hydro 360,$40.50,45
PRI-1031,Tasmanian Food - Pyengana Dairy,,Interact AT 20L,$160.85,45
PRI-1032,Tasmanian Food - Pyengana Dairy,,Metho (20L),"$1,440.00",45
PRI-1033,Tasmanian Food - Pyengana Dairy,,Pereactic Acid (25Kg),$131.00,45
PRI-1034,Tasmanian Food - Pyengana Dairy,,Protex - Sanitiser 15L,$109.76,45
PRI-1035,Tasmanian Food - Pyengana Dairy,,Rapid Dry - Rinse Plus 15L,$147.75,45
PRI-1036,Tasmanian Food - Pyengana Dairy,,Saraya Foam Foaming hand soap 8 x1.2L,$167.41,45
PRI-1037,Tasmanian Food - Pyengana Dairy,,Saraya Instant mist Hand Sanitiser 2 x 1.2L,$151.80,45
PRI-1038,Tasmanian Food - Pyengana Dairy,,Spectra Washing powder 10kg tub,$135.45,45
PRI-1039,Tasmanian Food - Pyengana Dairy,,Spring - Dishwashing Liquid 15L,$88.94,45
PRI-1040,Tasmanian Food - Pyengana Dairy,,"Syp 10 - 10"" 10-micron cartridges (each)",$8.50,45
PRI-1041,Tasmanian Food - Pyengana Dairy,,Trimove (15L),$145.00,45
PRI-1042,Tasmanian Food - Pyengana Dairy,,Voclean - Triclean 3 x 5L carton,$181.43,45
PRI-1043,Tasmech Refrigeration - GrapeCo Australia,0,HF 133 (15) ($10.20 p/l),$153.00,45
PRI-1044,Tasmech Refrigeration - GrapeCo Australia,0,HF 198 (15L) ($6.88 p/l),$103.20,45
PRI-1045,Tasmech Refrigeration - GrapeCo Australia,0,HF 312 (15L) ($7.15 p/l),$107.25,45
PRI-1046,Tasmech Refrigeration - James Transport,0,HF 133 (15L),$147.00,45
PRI-1047,Tasmech Refrigeration - James Transport,0,HF 198 (15L),$103.20,45
PRI-1048,Tasmech Refrigeration - James Transport,0,HF 312 (10L),$64.50,45
PRI-1049,Tasmech Refrigeration - James Transport,0,HF 312s (15L),$96.75,45
PRI-1050,Tasmech Refrigeration - James Transport,0,HF143 ((15L),$153.00,45
PRI-1051,Tatura Abattoirs P/L - Gathercole's (Martin Str,,HF 558 (L),$16.80,45
PRI-1052,Textor Converting,0,HF245 (15L),$135.00,46
PRI-1053,Textor Converting,0,HF740 (L),$4.50,46
PRI-1054,Textor Converting,0,HF860 (L),$4.50,46
PRI-1055,Textor Technologies,,HF 338 (L) - NA,$18.80,46
PRI-1056,Textor Technologies,,HF 558 (20L) - Fr Dec-20,$420.00,46
PRI-1057,Textor Technologies,,HF 628 (20L) - Fr Dec-20,$114.00,46
PRI-1058,Textor Technologies,907731,Hardness LR Tablets,$80.00,46
PRI-1059,Textor Technologies,907731,HF 133 (20L) - NA,$256.00,46
PRI-1060,Textor Technologies,907731,HF 230 (20L) - NA,$190.00,46
PRI-1061,Textor Technologies,907731,HF 275 (20L) - NA,$295.00,46
PRI-1062,Textor Technologies,907731,HF 530 (20L) - NA,$154.00,46
PRI-1063,Textor Technologies,907731,HF 558 (20L) - NA,$366.00,46
PRI-1064,Textor Technologies,907731,HF 628 (20L) - NA,$102.00,46
PRI-1065,Textor Technologies,907731,HF 828 (15L) - NA,$165.00,46
PRI-1066,Textor Technologies,907731,HF 830 (15L) - NA,$111.00,46
PRI-1067,Textor Technologies,907731,HF 842 (15L) - NA,$156.00,46
PRI-1068,Textor Technologies,907731,HF 845 (20L) - NA,$132.00,46
PRI-1069,Textor Technologies,907731,HF 852 (15L) - NA,$171.00,46
PRI-1070,Textor Technologies,907731,Molybdate Test Kit,$196.00,46
PRI-1071,Textor Technologies,907731,Water Meter 25mm,$350.00,46
PRI-1072,The Albert Brewery Pty Ltd. (ex-Boekamp Brew,,HC 2832 (1000L/Pallet Price),"$1,974.00",46
PRI-1073,The Albert Brewery Pty Ltd. (ex-Boekamp Brew,,Softener Salt (per bag),$15.02,46
PRI-1074,The Albert Brewery Pty Ltd. (ex-Boekamp Brew,0,HC 2810 (1000L/pallet price),"$2,002.00",46
PRI-1075,The Albert Brewery Pty Ltd. (ex-Boekamp Brew,0,HF 295 (20L) - Boiler,$104.00,46
PRI-1076,The Albert Brewery Pty Ltd. (ex-Boekamp Brew,0,HF 410 (15L) - Boiler,$117.00,46
PRI-1077,The Suburban Brew,,Softener Salt,$9.50,47
PRI-1078,The Trustee for Estate One Sub Trust -CBRE (,0,"20"" Bag Filter Polyprop Filter 200 Micron(10",$700.00,47
PRI-1079,The Trustee for Estate One Sub Trust -CBRE (,0,HF 165 (L) (Rain Water tank only),$15.75,47
PRI-1080,The Trustee for Estate One Sub Trust -CBRE (,0,HF 165(20 L)- Biodispersant (Rain water ta,$315.00,47
PRI-1081,The Trustee for Estate One Sub Trust -CBRE (,0,HF 195 (15 L) - Sodium Hypochlorite (Rain,$95.00,47
PRI-1082,The Trustee for Estate One Sub Trust -CBRE (,0,HF 195 (L) (Rain water tank only),$6.33,47
PRI-1083,The Trustee for Estate One Sub Trust -CBRE (,0,HF 860 (20 L) - Caustic (Rain water tank on,$60.00,47
PRI-1084,The Trustee for Estate One Sub Trust -CBRE (,0,HF 860 (L) (Rain water tank only),$3.00,47
PRI-1085,The Victoria Carpet Company Pty Ltd,,HF 144 (15Lt),$192.00,47
PRI-1086,The Victoria Carpet Company Pty Ltd,0,3.78,$256.00,47
PRI-1087,The Victoria Carpet Company Pty Ltd,0,HF 133 - 133D (20L),$256.00,47
PRI-1088,The Victoria Carpet Company Pty Ltd,0,HF 137 (20L),$496.00,47
PRI-1089,The Victoria Carpet Company Pty Ltd,0,HF 1542 (15L),$88.50,47
PRI-1090,The Victoria Carpet Company Pty Ltd,0,HF 1542L (15L),$33.00,47
PRI-1091,The Victoria Carpet Company Pty Ltd,0,HF 165 (20L),$242.00,47
PRI-1092,The Victoria Carpet Company Pty Ltd,0,HF 195 (15L),$62.00,47
PRI-1093,The Victoria Carpet Company Pty Ltd,0,HF 198 (15Lt),$98.00,47
PRI-1094,The Victoria Carpet Company Pty Ltd,0,HF 230 (20L),$162.00,47
PRI-1095,The Victoria Carpet Company Pty Ltd,0,HF 322 (15Lt),$0.00,47
PRI-1096,The Victoria Carpet Company Pty Ltd,0,HF 322 (20Lt),$256.00,47
PRI-1097,The Victoria Carpet Company Pty Ltd,0,HF 510 (15L),$140.00,47
PRI-1098,The Victoria Carpet Company Pty Ltd,0,HF 530 (20L),$184.00,47
PRI-1099,The Victoria Carpet Company Pty Ltd,0,HF 558 (20Lt),$378.00,47
PRI-1100,The Victoria Carpet Company Pty Ltd,0,HF 835 / 830 (15L),$108.00,47
PRI-1101,The Victoria Carpet Company Pty Ltd,0,HF 842 (20L),$142.00,47
PRI-1102,The Victoria Carpet Company Pty Ltd,0,HF 845 (20L),$162.00,47
PRI-1103,The Victoria Carpet Company Pty Ltd,0,HF 852 (20L),$125.00,47
PRI-1104,The Victoria Carpet Company Pty Ltd,0,HF 860 (15L),$48.00,47
PRI-1105,The Victoria Carpet Company Pty Ltd (Bendigo,,HF 275 (15L),$177.00,48
PRI-1106,The Wicked Cheese Company,0,845C 15L,$183.00,48
PRI-1107,Tip Top Bakeries,0,HF 295 (20L),$122.00,48
PRI-1108,Tip Top Bakeries,0,HF 828 (15L),$123.00,48
PRI-1109,Tip Top Bakeries,0,HF 830 (15L),$73.00,48
PRI-1110,Tip Top Bakeries,0,Softener Salt - 15KG bags (Pallet) 80per ba,$864.00,48
PRI-1111,Tip Top Bakeries,0,Softener Salt 15KG bags,$10.80,48
PRI-1112,Treasury Wine Estates - Seppelt Great Western,0,HF 133 (15L),$153.00,48
PRI-1113,Treasury Wine Estates - Seppelt Great Western,0,HF 143 (15L),$153.00,48
PRI-1114,Treasury Wine Estates - Seppelt Great Western,0,HF 198 (15L),$103.20,48
PRI-1115,Treasury Wine Estates - Seppelt Great Western,0,HF 312s (15L),$96.75,48
PRI-1116,Treasury Wine Estates - Seppelt Great Western,0,HF 532 (20L),$133.00,48
PRI-1117,Treasury Wine Estates - Seppelt Great Western,0,HF 558 (10L),$160.50,48
PRI-1118,Tumut Grove Citrus,0,HF 195 15L,$28.00,48
PRI-1119,Tumut Grove Citrus,0,HF 730 15L,$46.00,48
PRI-1120,Tyrecycle Pty Ltd,,HF 133 (20L),$216.00,48
PRI-1121,Tyrecycle Pty Ltd,,HF 532 (20L) HF 510 (15L) $285.00,$220.00,48
PRI-1122,Udder Delights Australia Pty Ltd,0,HF 230 15Lt,$192.00,48
PRI-1123,Udder Delights Australia Pty Ltd,0,HF 828 15L,$91.50,48
PRI-1124,University of Melbourne - Dookie Campus,,HF1543 (Bulk IBC),"$2,050.00",49
PRI-1125,University of Melbourne - Dookie Campus,,HF1543 (L),$4.12,49
PRI-1126,University of Melbourne - Dookie Campus,,HF195 (L),$2.29,49
PRI-1127,University of Melbourne - Dookie Campus,,HF860 (L) for 110L drums,$2.01,49
PRI-1128,University of Melbourne - Dookie Campus,,HF 1541L (15L) ($4.22/L),$63.30,49
PRI-1129,University of Melbourne - Dookie Campus,,HF 195 (15L) ($2.29/L),$34.35,49
PRI-1130,University of Melbourne - Dookie Campus,,HF 740 (15L),$67.50,49
PRI-1131,University of Melbourne - Dookie Campus,,HF 860 (15L),$82.50,49
PRI-1132,University of Melbourne - Dookie Campus,,UF Bag Filters (1-200 Micron bags) (ea),$16.50,49
PRI-1133,University of Melbourne - Dookie Campus,0,HF 559 (15L),$470.25,49
PRI-1134,University of Melbourne - Dookie Campus,0,HF 559 (L),$31.35,49
PRI-1135,University of Melbourne - Dookie Campus,0,HF 730 (L),$4.50,49
PRI-1136,University of Melbourne - Dookie Campus,0,UF Filter Bags - 25 Micron (ea),$16.50,49
PRI-1137,Valley Pack Pty Ltd,0,HF 558 (15L),$258.00,49
PRI-1138,Valley Star Pty Ltd - Lemnos,0,HF 133 (15L),$115.00,49
PRI-1139,Valley Star Pty Ltd - Lemnos,0,HF 133 (20L),$143.60,49
PRI-1140,Valley Star Pty Ltd - Lemnos,0,HF 133 (L),$7.18,49
PRI-1141,Valley Star Pty Ltd - Lemnos,0,HF 195 (15L)- NO LONGER USED,$44.25,49
PRI-1142,Valley Star Pty Ltd - Lemnos,0,HF 195 (L)- NO LONGER USED,$2.95,49
PRI-1143,Valley Star Pty Ltd - Lemnos,0,HF 198 (15L),$88.50,49
PRI-1144,Valley Star Pty Ltd - Lemnos,0,HF 198 (L),$5.90,49
PRI-1145,Valley Star Pty Ltd - Lemnos,0,HF 322 (15L),$99.00,49
PRI-1146,Valley Star Pty Ltd - Lemnos,0,HF 322 (L),$6.60,49
PRI-1147,Valley Star Pty Ltd - Lemnos,0,HF307 (20L) TT same as Grahamvale's pri,$116.00,49
PRI-1148,VIP Packaging - Laverton North (Pact Group),0,Clean of wetted pads,$658.00,49
PRI-1149,Visy Board Pty Ltd - Coolaroo,PO supplied,HF805 (IBC) Lime Slurry,"$1,295.00",50
PRI-1150,Visy Food Can (Visy Food Packaging),0,HF 559 (20 L),$592.00,50
PRI-1151,Visy Food Can (Visy Food Packaging),0,HF 559 (L),$29.60,50
PRI-1152,"Visy Glass - Penrith (ex-O-I Australia, ACI Ope",0,HF 133,$186.00,50
PRI-1153,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 115 per ltr,$12.90,50
PRI-1154,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 1245 (Kg) Antifoam,$18.80,50
PRI-1155,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 137 per ltr,$27.25,50
PRI-1156,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 138 per ltr,$13.35,50
PRI-1157,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 139 per ltr,$6.65,50
PRI-1158,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 165 per ltr,$8.80,50
PRI-1159,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 168 per ltr,$6.79,50
PRI-1160,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 195 per ltr (FOR 15L DRUMS),$1.60,50
PRI-1161,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 195 per lts (FOR 200L DRUMS),$0.92,50
PRI-1162,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 198 per ltr,$6.80,50
PRI-1163,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 245 (L) (Fr 25/09/18),$8.90,50
PRI-1164,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 260 per ltr,$8.95,50
PRI-1165,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 305 per ltr,$7.30,50
PRI-1166,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 315 per ltr,$7.30,50
PRI-1167,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 320 per ltr,$6.85,50
PRI-1168,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 330 per ltr,$8.10,50
PRI-1169,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 510 per ltr,$9.30,50
PRI-1170,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 530 per ltr,$5.80,50
PRI-1171,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 532 per ltr,$6.05,50
PRI-1172,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 558 per ltr,$17.90,50
PRI-1173,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 628 per ltr,$7.50,50
PRI-1174,Visy Glass - Spotswood (ex-O-I Melbourne Plant,,HF 740 per ltr,$3.00,50
PRI-1175,Visy Glass - West Croydon (ex-O-I Australia),,HF 320QT 15L,$168.00,51
PRI-1176,Visy Glass - West Croydon (ex-O-I Australia),,HF 510 (15L),$125.00,51
PRI-1177,Visy Glass - West Croydon (ex-O-I Australia),,HF 860 15L,$74.00,51
PRI-1178,Visy Glass - West Croydon (ex-O-I Australia),,HF125 (25KG),$300.00,51
PRI-1179,Visy Glass - West Croydon (ex-O-I Australia),,HF133 (20L),$168.00,51
PRI-1180,Visy Glass - West Croydon (ex-O-I Australia),,HF137 (15L),$144.38,51
PRI-1181,Visy Glass - West Croydon (ex-O-I Australia),,HF138 (15L),$129.00,51
PRI-1182,Visy Glass - West Croydon (ex-O-I Australia),,HF139 (20L),$133.00,51
PRI-1183,Visy Glass - West Croydon (ex-O-I Australia),,HF198 (15L),$104.50,51
PRI-1184,Visy Glass - West Croydon (ex-O-I Australia),,HF260 (15L),$119.00,51
PRI-1185,Visy Glass - West Croydon (ex-O-I Australia),,HF260 (20L),$154.00,51
PRI-1186,Visy Glass - West Croydon (ex-O-I Australia),,HF305(15L),$123.00,51
PRI-1187,Visy Glass - West Croydon (ex-O-I Australia),,HF307 (20L),$164.00,51
PRI-1188,Visy Glass - West Croydon (ex-O-I Australia),,HF558 (15L),$366.60,51
PRI-1189,Visy Glass - West Croydon (ex-O-I Australia),,HF740 (10L),$30.00,51
PRI-1190,Visy Glass - West Croydon (ex-O-I Australia),,HF950 (20L),$284.00,51
PRI-1191,Visy Recycling - Geelong,0,HF133 (15L),$208.32,51
PRI-1192,Visy Recycling - Geelong,0,HF558 (20L),$424.00,51
PRI-1193,Visy Recycling - Springvale,,HF 133 (15L),$192.00,51
PRI-1194,Visy Recycling - Springvale,,HF 133 (20L),$256.00,51
PRI-1195,Visy Recycling - Springvale,,HF 558 (15L),$298.50,51
PRI-1196,Visy Recycling - Springvale,,HF 628 (20L),$120.00,51
PRI-1197,VisyPak Food Plastics,,10 micron filter bag,$38.00,51
PRI-1198,VisyPak Food Plastics,,HF 558 (20L),$0.00,51
PRI-1199,VisyPak Food Plastics,0,HF 198 15L,$276.00,51
PRI-1200,Viva Energy Australia - Pty Ltd (ex-A. Schulma,0,HF740 (L),$8.00,52
PRI-1201,Viva Energy Geelong Refinery,,HF 115B (110L),$924.00,52
PRI-1202,Viva Energy Geelong Refinery,,HF 115B (20L),$168.00,52
PRI-1203,Viva Energy Geelong Refinery,,HF 138 (20L),$191.00,52
PRI-1204,Viva Energy Geelong Refinery,,HF 198 (110L),$616.00,52
PRI-1205,Viva Energy Geelong Refinery,,HF 198 (15L),$84.00,52
PRI-1206,Viva Energy Geelong Refinery,,HF 305MF (110L),$869.00,52
PRI-1207,Viva Energy Geelong Refinery,,HF 305MF (20L),$158.00,52
PRI-1208,Viva Energy Geelong Refinery,,HF 740 (110L),$167.20,52
PRI-1209,Viva Energy Geelong Refinery,0,HF 138 (L),$9.55,52
PRI-1210,Viva Energy Geelong Refinery,0,HF 198 (L),$5.60,52
PRI-1211,Viva Energy Geelong Refinery,0,HF 295 (L),$4.85,52
PRI-1212,Viva Energy Geelong Refinery,0,HF 305MF (L),$7.90,52
PRI-1213,Viva Energy Geelong Refinery,0,HF 630 (L),$5.60,52
PRI-1214,Viva Energy Geelong Refinery,0,HF 720 (L),$1.52,52
PRI-1215,Viva Energy Geelong Refinery,0,HF 740 (L),$1.52,52
PRI-1216,Viva Energy Geelong Refinery,0,HF 950 (L),$14.86,52
PRI-1217,Viva Energy Geelong Refinery,0,Total chlorine cap,$290.00,52
PRI-1218,Viva Energy Geelong Refinery,f,HF 115 (L) & HF 115B (L),$8.40,52
PRI-1219,WA Country Health Service - Kalgoorlie Hospit,0,Deionising Resin MB400 Mixed Red Resin,$500.00,52
PRI-1220,Weilong Wines,,HF 320S (L),$6.45,52
PRI-1221,Weilong Wines,,HF 144 (15L),$144.00,52
PRI-1222,Weilong Wines,,HF 144 (L),$9.80,52
PRI-1223,Western Tiers Protein,,HF 1570 25 Kg pail ($10.77pER kg),$269.25,53
PRI-1224,Western Tiers Protein,,HF 530 20L,$158.00,53
PRI-1225,Western Tiers Protein,,HF 720 15L,$63.00,53
PRI-1226,Western Tiers Protein,,Pulse output water meter - Installed by othe,$350.00,53
PRI-1227,Wing Plastics Pty Ltd,0,HF 510 (15L),$89.25,53
PRI-1228,Wing Plastics Pty Ltd,0,HF 558 (15L),$108.75,53
PRI-1229,Woodward Foods Australia (ex-Swan Hill Abatt,,HF 144 (15L) - Fr Dec-19,$162.00,53
PRI-1230,Woodward Foods Australia (ex-Swan Hill Abatt,,HF 312s (15lLT),$105.68,53
PRI-1231,Woodward Foods Australia (ex-Swan Hill Abatt,,HF 320S (15L) - Fr Dec-19,$105.68,53
PRI-1232,Woodward Foods Australia (ex-Swan Hill Abatt,0,ACTASOLVE (15L),$107.75,53
PRI-1233,Woodward Foods Australia (ex-Swan Hill Abatt,0,Adphor Emulsifier (15L),$92.18,53
PRI-1234,Woodward Foods Australia (ex-Swan Hill Abatt,0,Cleanscene (15L),$87.30,53
PRI-1235,Woodward Foods Australia (ex-Swan Hill Abatt,0,Clorcleen (18KG),$138.00,53
PRI-1236,Woodward Foods Australia (ex-Swan Hill Abatt,0,Complete Superbowl (15L),$98.16,53
PRI-1237,Woodward Foods Australia (ex-Swan Hill Abatt,0,Fabrisoft (15L),$87.95,53
PRI-1238,Woodward Foods Australia (ex-Swan Hill Abatt,0,HC 5410 (Hook Oil) 205L,"$2,201.86",53
